order_id,warehouse,shipping_mode,distance_km,weight_kg,promised_days,actual_days,cost_inr,delayed,customer_rating,distance_norm,cost_zscore
QC100053,Hyderabad,Air,1157.8,4.02,3.2,1.57,18781.1425,0,4.1,0.826205706892834,2.3159695150743698
QC100054,Delhi-NCR,Air,981.4,1.89,3.0,1.11,18781.1425,0,4.4,0.6994178106806584,2.3159695150743698
QC100055,Mumbai,Road,1176.5,2.36,3.3,2.93,9034.22,0,4.6,0.8396463738949185,0.39143915459067874
QC100056,Bangalore,Air,1374.7,2.66,3.7,0.62,18781.1425,0,4.1,0.982103069072091,2.3159695150743698
QC100057,Pune,Road,872.9,3.01,2.5,2.8,6741.5,1,3.4,0.6214331919787249,-0.061258530046514735
QC100058,Bangalore,Road,786.4,2.78,2.7,2.6,6121.02,0,4.9,0.5592611226910085,-0.18377233869462078
QC100059,Pune,Rail,882.5,4.46,2.7,3.16,4873.51,1,3.0,0.6283332135412923,-0.43009325383547775
QC100060,Pune,Road,749.5,1.11,2.3,3.15,5785.82,1,2.9,0.53273916480989,-0.2499575963320068
QC100061,Bangalore,Road,892.0,1.24,2.7,2.59,6699.03,0,4.0,0.6351613598792497,-0.06964423378118
QC100062,Hyderabad,Road,634.2,3.37,2.3,2.55,4815.46,1,2.6,0.44986703083447144,-0.4415552293899236
QC100063,Pune,Road,312.1,3.0,1.5,1.78,2377.4,1,3.7,0.21835693236541365,-0.9229503046745448
QC100064,Pune,Air,175.4,5.11,1.2,0.3,3527.02,0,4.0,0.12010350032343851,-0.6959577751844148
QC100065,Bangalore,Road,103.1,6.06,1.0,0.92,948.18,0,4.0,0.06813771293035291,-1.2051498688765274
QC100066,Pune,Road,374.5,3.46,1.4,0.87,2874.47,0,4.7,0.2632070725221016,-0.8248038070199643
QC100067,Pune,Road,72.2,1.58,1.1,0.3,620.79,0,4.4,0.04592826852583915,-1.2697930416029706
QC100068,Bangalore,Air,797.5,5.66,2.3,0.62,15845.27,0,4.1,0.567239272622727,1.7362813354710995
QC100069,Bangalore,Air,403.1,3.38,1.7,0.52,7970.17,0,4.8,0.28376338676058366,0.18134242610302848
QC100070,Mumbai,Road,1155.8,1.23,3.4,3.25,8794.74,0,4.1,0.8247682024006325,0.3441538159898401
QC100071,Hyderabad,Road,111.3,1.3,1.0,1.06,1010.34,1,2.2,0.07403148134837921,-1.1928763736058237
QC100072,Hyderabad,Road,323.1,7.46,1.6,1.37,2557.55,0,5.0,0.22626320707252212,-0.8873796776955021
QC100073,Pune,Air,1024.5,6.76,3.0,1.65,18781.1425,0,4.0,0.7303960324876015,2.3159695150743698
QC100074,Hyderabad,Air,841.5,0.66,2.7,1.54,16580.09,0,4.0,0.5988643714511608,1.8813715831354905
QC100075,Pune,Road,97.8,1.33,1.2,1.0,857.25,0,4.0,0.06432832602601883,-1.2231040021610367
QC100076,Mumbai,Road,1229.1,5.96,3.4,2.46,9530.84,0,4.4,0.8774527420398188,0.48949679972158155
QC100077,Bangalore,Road,1229.1,2.97,3.6,2.69,9472.51,0,4.3,0.8774527420398188,0.4779795381524028
QC100078,Bangalore,Rail,467.9,4.58,2.1,1.74,2633.93,0,4.9,0.33033853230791344,-0.8722984426765774
QC100079,Bangalore,Road,481.8,2.89,1.9,1.8,3769.23,0,5.0,0.3403291885287142,-0.6481333979399302
QC100080,Hyderabad,Road,1384.7,4.45,3.7,3.29,10721.6,0,4.1,0.9892905915330986,0.7246124243763954
QC100081,Mumbai,Road,879.6,3.01,3.1,2.41,6747.17,0,3.9,0.6262488320276002,-0.0601389882481735
QC100082,Hyderabad,Road,747.6,2.31,2.4,1.73,5721.26,0,4.1,0.5313735355422986,-0.2627049717289925
QC100083,Hyderabad,Air,1174.7,5.67,3.4,2.01,18781.1425,0,4.6,0.8383526198519371,2.3159695150743698
QC100084,Mumbai,Road,405.1,3.39,1.7,1.52,3201.1,0,4.3,0.2852008912527852,-0.7603106963335102
QC100085,Mumbai,Air,605.4,4.44,2.2,0.34,12062.84,0,4.1,0.42916696614676925,0.9894403329490905
QC100086,Mumbai,Air,380.7,3.3,1.6,0.3,7643.69,0,3.8,0.2676633364479264,0.11687893292446713
QC100087,Mumbai,Road,1106.5,3.0,3.2,3.04,8542.12,0,3.3,0.7893337166678647,0.2942739836976075
QC100088,Bangalore,Road,806.1,7.89,2.7,2.7,6295.67,0,3.9,0.5734205419391937,-0.14928768700497455
QC100089,Delhi-NCR,Rail,925.1,3.72,2.8,2.95,4957.67,1,3.9,0.6589520592251852,-0.413475857407189
QC100090,Delhi-NCR,Road,359.2,2.43,1.5,1.84,2761.41,1,3.5,0.25221016315675987,-0.8471275099688986
QC100091,Mumbai,Road,314.6,6.47,1.4,1.02,2627.72,0,4.3,0.22015381298066558,-0.8735246075033323
QC100092,Delhi-NCR,Rail,687.8,1.36,2.1,3.05,3759.0,1,3.7,0.4883921512254726,-0.6501533119782072
QC100093,Delhi-NCR,Road,1034.7,11.49,3.0,3.42,8083.9,1,2.7,0.7377273053978295,0.20379842058721662
QC100094,Mumbai,Road,739.1,2.7,2.3,2.18,5717.75,0,4.4,0.5252641414504421,-0.2633980214136799
QC100095,Delhi-NCR,Road,53.4,1.4,0.9,0.3,474.31,0,3.5,0.03241572629914468,-1.298715525310382
QC100096,Hyderabad,Rail,1217.0,9.43,3.6,4.3,6703.2,1,3.5,0.8687558398619997,-0.068820867061765
QC100097,Pune,Road,98.0,2.28,1.2,1.02,864.86,0,4.5,0.06447207647523899,-1.2216014072606176
QC100098,Pune,Road,1338.5,3.48,3.7,3.71,10331.91,1,3.4,0.956084237763243,0.6476681133718819
QC100099,Mumbai,Road,43.0,4.62,1.0,0.74,346.12,0,5.0,0.02494070293969669,-1.3240266475554192
QC100100,Bangalore,Road,974.7,6.11,3.0,2.13,7617.82,0,4.8,0.6946021706317833,0.11177090006325244
QC100101,Mumbai,Road,122.4,3.6,0.8,1.26,976.58,1,2.7,0.08200963128009776,-1.1995422873821904
QC100102,Bangalore,Road,1275.7,2.04,3.4,3.44,9785.08,1,3.9,0.9109465967081148,0.5396965010990546
QC100103,Pune,Road,654.5,3.43,2.3,1.61,5007.71,0,4.3,0.464457701430317,-0.4035954567742093
QC100104,Mumbai,Road,199.4,2.34,1.4,1.52,1605.42,1,2.3,0.13735355422985696,-1.075377796294202
QC100105,Hyderabad,Road,482.4,3.49,2.0,1.79,3744.25,0,4.3,0.3407604398763746,-0.6530657002543153
QC100106,Delhi-NCR,Road,237.4,7.98,1.3,1.28,2000.18,0,4.7,0.1646661395816862,-0.9974324135229178
QC100107,Bangalore,Road,245.5,4.73,1.0,0.96,1930.16,0,3.9,0.1704880327751024,-1.0112578662071952
QC100108,Delhi-NCR,Road,1327.8,3.4,3.5,3.82,10178.95,1,4.0,0.9483935887299648,0.6174661533235093
QC100109,Delhi-NCR,Air,627.8,4.68,2.0,1.59,12469.89,0,3.9,0.44526701645942646,1.0698123768670436
QC100110,Mumbai,Road,1106.0,4.88,3.3,3.3,8572.5,1,3.1,0.7889743405448143,0.300272516296127
QC100111,Delhi-NCR,Road,898.3,1.57,2.7,3.23,6859.43,1,3.0,0.6396894990296845,-0.03797324534133296
QC100112,Hyderabad,Road,949.6,3.08,3.1,2.89,7307.69,0,3.5,0.676561489254654,0.05053571524498727
QC100113,Delhi-NCR,Rail,191.3,13.98,1.4,1.67,1253.55,1,2.8,0.13153166103644073,-1.1448545463087214
QC100114,Mumbai,Air,334.0,6.22,1.8,0.3,6751.57,0,4.0,0.2340976065550205,-0.05927020801665658
QC100115,Hyderabad,Road,1103.2,2.22,3.1,3.4,8375.32,1,3.2,0.7869618342557322,0.26133931492100837
QC100116,Pune,Road,1359.3,2.09,3.8,3.53,10451.09,0,2.9,0.971034284482139,0.6712002106428355
QC100117,Delhi-NCR,Rail,373.6,2.05,1.5,1.01,2158.22,0,4.8,0.26256019550061094,-0.9662274072072483
QC100118,Mumbai,Road,386.0,3.0,1.7,0.75,3117.96,0,4.8,0.27147272335226047,-0.7767266937081292
QC100119,Pune,Road,666.3,7.88,2.1,1.8,5202.04,0,5.0,0.47293897793430606,-0.3652249880490506
QC100120,Pune,Road,1377.5,4.26,4.0,3.79,10644.23,0,3.7,0.9841155753611731,0.7093357138053793
QC100121,Bangalore,Road,382.4,3.3,1.5,1.04,3002.79,0,4.3,0.2688852152662977,-0.7994670162680866
QC100122,Hyderabad,Rail,574.5,2.3,1.8,2.06,3231.86,1,3.8,0.40695752174225547,-0.7542371327149959
QC100123,Delhi-NCR,Air,1248.9,3.66,3.8,2.06,18781.1425,0,4.9,0.8916840365126142,2.3159695150743698
QC100124,Mumbai,Road,12.1,1.84,0.9,0.38,192.46,0,5.0,0.0027312585351829217,-1.3543668226406242
QC100125,Bangalore,Road,63.4,0.94,0.8,1.2,485.88,1,3.4,0.03960324876015237,-1.2964310282015974
QC100126,Hyderabad,Rail,848.9,8.02,2.6,3.5,4683.83,1,3.3,0.6041831380723065,-0.4675455798159651
QC100127,Bangalore,Rail,1271.1,1.64,3.5,3.61,6847.15,1,2.5,0.9076403363760511,-0.04039793198747598
QC100128,Hyderabad,Road,340.5,2.47,1.5,1.72,2571.29,1,3.8,0.2387694961546755,-0.8846667139725376
QC100129,Hyderabad,Rail,661.7,4.45,2.4,2.78,3616.43,1,3.1,0.46963271760224257,-0.6783037659798842
QC100130,Delhi-NCR,Rail,635.0,7.1,2.3,2.47,3492.02,1,3.3,0.450442032631352,-0.7028685270260273
QC100131,Hyderabad,Air,666.4,3.51,2.3,1.38,13268.71,0,4.4,0.47301085315891617,1.2275394278989544
QC100132,Bangalore,Road,874.5,1.47,2.7,2.69,6751.78,0,3.2,0.6225831955724862,-0.05922874350560689
QC100133,Hyderabad,Road,661.9,3.0,2.4,1.77,5093.32,0,4.0,0.46977646805146267,-0.3866917577696252
QC100134,Delhi-NCR,Air,630.9,3.0,1.9,1.1,12617.8,0,4.6,0.44749514842233884,1.0990172141496979
QC100135,Delhi-NCR,Road,668.2,2.94,2.1,2.32,5131.74,1,3.3,0.4743046072018976,-0.3791057267480609
QC100136,Bangalore,Air,830.5,6.29,2.5,1.39,16538.59,0,4.6,0.5909580967440524,1.8731774059518642
QC100137,Pune,Road,755.5,0.66,2.6,2.08,5763.08,0,4.8,0.5370516782864947,-0.2544476105285287
QC100138,Pune,Road,1197.0,3.0,3.3,2.99,9235.27,0,4.0,0.8543807949399842,0.43113648766942725
QC100139,Hyderabad,Road,76.9,2.25,0.8,0.88,670.76,1,3.0,0.049306404082512766,-1.2599264624736741
QC100140,Mumbai,Road,1168.0,1.41,3.4,3.49,8990.3,1,3.2,0.833536979803062,0.38276714827971814
QC100141,Hyderabad,Rail,1182.7,4.27,3.2,3.46,6455.99,1,3.7,0.8441026378207432,-0.11763249456933708
QC100142,Bangalore,Air,404.6,1.29,1.6,0.3,7953.86,0,4.3,0.2848415151297348,0.178122015744837
QC100143,Bangalore,Air,652.3,1.38,2.6,0.67,12921.21,0,5.0,0.4628764464888953,1.1589255346143734
QC100144,Bangalore,Air,618.4,5.01,2.3,0.71,12423.19,0,5.0,0.43851074534607926,1.0605914594098065
QC100145,Bangalore,Road,312.2,3.0,1.4,0.46,2582.14,0,4.8,0.2184288075900237,-0.8825243809016379
QC100146,Bangalore,Road,560.3,2.87,2.0,2.26,4355.6,1,4.0,0.39675123984762456,-0.5323546105866069
QC100147,Delhi-NCR,Road,69.8,1.45,1.1,0.78,537.0,0,4.5,0.0442032631351973,-1.286337381511791
QC100148,Pune,Road,394.7,1.97,1.8,1.36,3054.1,0,3.7,0.27772586789333714,-0.7893358540682827
QC100149,Bangalore,Road,1144.8,5.5,3.3,3.47,8833.92,1,3.1,0.8168619276935241,0.3518899090513937
QC100150,Mumbai,Road,404.1,3.22,1.7,1.71,3220.91,1,3.5,0.2844821390066844,-0.7563992107911576
QC100151,Mumbai,Road,1146.9,2.83,3.1,2.76,8774.39,0,4.8,0.8183713074103358,0.34013570741907384
QC100152,Mumbai,Rail,748.0,3.62,2.2,2.58,4159.78,1,3.6,0.5316610364407389,-0.5710192798901658
QC100153,Mumbai,Rail,1232.8,2.94,3.5,3.68,6678.29,1,3.2,0.8801121253503917,-0.07373934787246689
QC100154,Delhi-NCR,Road,808.1,7.59,2.5,3.18,6397.84,1,3.7,0.5748580464313952,-0.1291142151290446
QC100155,Mumbai,Air,49.3,1.92,1.0,0.3,1036.31,0,4.1,0.029468842090131533,-1.1877485957393472
QC100156,Bangalore,Air,948.2,1.79,2.9,0.59,18761.62,0,4.5,0.6755552361101129,2.312114796422144
QC100157,Hyderabad,Road,70.4,1.31,0.8,0.3,543.58,0,4.8,0.04463451448285777,-1.2850381601655678
QC100158,Mumbai,Rail,635.2,2.17,2.2,2.82,18781.1425,1,3.6,0.45058578308057223,2.3159695150743698
QC100159,Delhi-NCR,Rail,1301.8,3.0,3.6,4.14,7027.85,1,3.6,0.9297060303313448,-0.004718707479493662
QC100160,Delhi-NCR,Road,238.0,3.42,1.6,1.5,1883.59,0,4.7,0.16509739092934664,-1.020453115157592
QC100161,Mumbai,Road,550.7,3.04,2.1,1.76,4236.8,0,3.9,0.3898512182850572,-0.5558116768375659
QC100162,Hyderabad,Road,1024.0,1.57,2.8,2.82,7967.41,1,3.3,0.7300366563645512,0.18079746395780413
QC100163,Mumbai,Road,1236.1,4.28,3.8,3.06,9649.07,0,3.9,0.8824840077625242,0.5128413194425484
QC100164,Delhi-NCR,Road,942.0,3.0,2.8,3.56,7428.37,1,3.2,0.6710989721842882,0.07436398759486718
QC100165,Pune,Rail,367.4,3.72,1.5,1.08,2043.46,0,3.8,0.25810393157478617,-0.9888867752456324
QC100166,Bangalore,Road,947.1,0.65,3.2,2.27,7232.85,0,4.6,0.674764608639402,0.03575855330709375
QC100167,Delhi-NCR,Road,421.0,9.9,1.8,2.04,3352.1,1,2.3,0.29662905196578737,-0.7304957383882679
QC100168,Mumbai,Rail,1008.1,4.7,3.1,2.64,5620.48,0,4.7,0.7186084956515489,-0.2826039880317842
QC100169,Bangalore,Air,1336.0,9.72,3.8,2.06,18781.1425,0,4.4,0.9542873571479912,2.3159695150743698
QC100170,Mumbai,Road,1012.2,5.78,3.0,3.05,7906.1,1,4.3,0.7215553798605622,0.16869180123182534
QC100171,Mumbai,Road,1209.1,6.52,3.4,3.21,9351.98,0,4.3,0.8630776971178035,0.45418088331041545
QC100172,Pune,Road,10.9,3.4,0.8,0.43,40.0,0,4.3,0.0018687558398619993,-1.384470057662688
QC100173,Bangalore,Air,1006.9,2.57,3.2,0.65,18781.1425,0,4.7,0.717745992956228,2.3159695150743698
QC100174,Bangalore,Road,1162.8,3.76,3.4,3.14,8966.56,0,4.3,0.8297994681233379,0.3780796840305788
QC100175,Pune,Road,64.5,1.96,1.1,1.84,497.34,1,3.4,0.04039387623086323,-1.2941682505986007
QC100176,Delhi-NCR,Rail,1221.3,3.9,3.5,4.28,6626.96,1,3.8,0.8718464745202329,-0.08387445907332314
QC100177,Mumbai,Road,365.3,0.62,1.5,0.61,2826.41,0,4.3,0.2565945518579746,-0.8342932565487612
QC100178,Hyderabad,Rail,934.1,3.08,2.6,3.45,5160.4,1,3.9,0.6654208294400921,-0.3734468082400434
QC100179,Mumbai,Rail,1122.1,3.0,3.3,3.77,6138.41,1,2.5,0.8005462517070365,-0.1803386822796026
QC100180,Mumbai,Road,930.4,3.18,3.1,2.15,7096.46,0,5.0,0.6627614461295191,0.00882834063059292
QC100181,Delhi-NCR,Rail,136.5,3.0,1.0,0.9,848.91,0,3.5,0.09214403795011859,-1.2247507355998666
QC100182,Mumbai,Road,838.1,2.56,2.7,2.03,6394.91,0,5.0,0.5964206138144182,-0.12969274378321394
QC100183,Pune,Rail,773.0,5.48,2.3,2.49,4308.41,1,2.4,0.5496298425932582,-0.5416722785696269
QC100184,Pune,Road,1261.2,1.77,3.5,3.3,9679.79,0,5.0,0.9005246891396537,0.5189069850589583
QC100185,Bangalore,Air,570.7,5.35,2.1,0.46,11508.99,0,4.5,0.4042262632070726,0.8800826213068883
QC100186,Hyderabad,Road,454.9,3.45,1.5,1.18,3586.17,0,3.9,0.3209947531086034,-0.6842786045720897
QC100187,Mumbai,Rail,1051.8,2.63,3.1,3.33,5835.89,1,4.2,0.7500179688061526,-0.24007127219744845
QC100188,Mumbai,Air,582.4,0.64,1.9,0.78,11458.81,0,3.9,0.41263566448645156,0.870174577666542
QC100189,Delhi-NCR,Road,907.4,2.58,2.9,2.67,6792.88,0,4.3,0.6462301444692015,-0.05111354634302759
QC100190,Pune,Rail,907.9,3.41,2.8,3.08,4978.62,1,4.6,0.6465895205922519,-0.40933927880485244
QC100191,Hyderabad,Road,1244.2,4.94,3.7,2.89,9614.44,0,4.6,0.8883059009559405,0.5060036241204046
QC100192,Bangalore,Road,841.4,7.66,2.6,2.32,6567.22,0,3.4,0.5987924962265507,-0.0956701252166925
QC100193,Pune,Road,707.0,10.19,2.1,1.99,5597.72,0,4.3,0.5021921943506074,-0.28709795122935833
QC100194,Bangalore,Road,201.3,6.35,1.0,1.04,1586.8,1,3.1,0.13871918349744844,-1.0790543162739397
QC100195,Delhi-NCR,Road,169.1,2.14,0.9,1.23,1365.93,1,3.4,0.11557536117300365,-1.1226651093955669
QC100196,Delhi-NCR,Rail,222.8,2.5,1.4,1.86,1292.29,1,3.3,0.15417235678861496,-1.1372053312703196
QC100197,Mumbai,Road,247.2,4.68,1.7,1.13,1903.34,0,4.7,0.1717099115934737,-1.0165534766183963
QC100198,Hyderabad,Air,895.9,4.1,2.8,1.71,17791.4,0,3.6,0.6379644936390426,2.120544806371594
QC100199,Bangalore,Road,1039.4,7.98,3.3,2.48,8077.54,0,4.1,0.7411054409545031,0.20254263825256938
QC100200,Pune,Rail,745.7,13.3,2.6,2.52,4225.93,0,4.6,0.5300079062747072,-0.557957958909518
QC100201,Delhi-NCR,Rail,1162.0,11.71,3.3,4.02,6415.91,1,2.9,0.8292244663264573,-0.12554629267824646
QC100202,Mumbai,Road,1387.8,7.36,4.0,3.79,10749.9,0,4.9,0.991518723496011,0.7302002608654705
QC100203,Mumbai,Rail,1149.5,3.0,3.2,3.75,6297.11,1,2.9,0.8202400632501977,-0.14900335892920544
QC100204,Bangalore,Road,975.3,6.75,2.9,2.54,7545.93,0,4.5,0.6950334219794437,0.09757621578058051
QC100205,Delhi-NCR,Air,749.2,8.14,2.4,0.69,14915.23,0,4.3,0.5325235391360599,1.55264488853472
QC100206,Hyderabad,Road,632.8,2.75,2.2,2.33,4915.05,1,2.8,0.44886077768993027,-0.4218911786497468
QC100207,Delhi-NCR,Rail,125.5,2.18,1.2,0.79,670.9,0,4.4,0.08423776324301013,-1.2598988194663077
QC100208,Bangalore,Road,563.9,1.9,1.9,1.3,4329.48,0,3.7,0.3993387479335873,-0.5375120059609761
QC100209,Bangalore,Road,1274.9,1.78,3.7,2.62,9758.86,0,4.2,0.9103715949112342,0.5345193607194239
QC100210,Delhi-NCR,Air,1132.8,1.31,3.4,1.59,18781.1425,0,4.4,0.8082369007403148,2.3159695150743698
QC100211,Bangalore,Road,308.7,3.49,1.5,1.64,2381.09,1,2.6,0.21591317472867103,-0.922221713980386
QC100212,Delhi-NCR,Road,657.5,1.65,2.5,1.86,5163.11,0,4.7,0.46661395816861934,-0.37291171859745
QC100213,Pune,Road,1144.9,1.88,3.5,3.79,8837.46,1,3.4,0.8169338029181342,0.3525888822376595
QC100214,Delhi-NCR,Road,101.8,4.58,1.2,1.27,970.46,1,3.6,0.06720333501042192,-1.2007506817042095
QC100215,Delhi-NCR,Road,547.3,3.35,2.0,1.39,4287.02,0,4.4,0.38740746064831455,-0.545895735195115
QC100216,Bangalore,Road,1193.8,3.89,3.5,2.76,9189.33,0,3.8,0.8520807877524618,0.42206563225217925
QC100217,Bangalore,Road,570.2,6.81,2.1,1.26,4429.57,0,4.4,0.40386688708402224,-0.5177492301944906
QC100218,Mumbai,Road,116.0,5.05,1.1,1.08,956.98,0,4.7,0.07740961690505284,-1.2034123084134936
QC100219,Mumbai,Air,763.2,7.47,2.4,0.64,15335.06,0,3.8,0.5425860705814707,1.6355403441251248
QC100220,Pune,Road,1207.5,3.15,3.1,2.61,9291.2,0,3.8,0.8619276935240423,0.4421798691123241
QC100221,Mumbai,Road,829.7,7.9,2.7,2.18,6529.06,0,4.3,0.5903830949471718,-0.10320481922457626
QC100222,Delhi-NCR,Road,323.0,3.73,1.7,1.91,2550.51,1,3.1,0.226191331847912,-0.8887697260659292
QC100223,Bangalore,Road,542.9,3.32,1.8,1.55,4227.92,0,4.4,0.38424495076547116,-0.5575650333048093
QC100224,Mumbai,Air,634.6,7.22,2.3,1.07,12712.33,0,4.3,0.45015453173291176,1.1176821676236302
QC100225,Mumbai,Road,814.3,1.78,2.5,2.45,6291.16,0,4.5,0.5793143103572199,-0.15017818674227953
QC100226,Pune,Road,1065.0,3.0,3.1,2.34,8280.56,0,5.0,0.7595054984546827,0.24262894793497405
QC100227,Pune,Air,145.6,2.54,1.3,0.3,2912.11,0,5.0,0.09868468338963558,-0.8173717870394414
QC100228,Delhi-NCR,Air,1246.4,1.45,3.4,1.75,18781.1425,0,4.4,0.8898871558973623,2.3159695150743698
QC100229,Bangalore,Road,25.1,4.45,0.7,0.37,281.92,0,3.8,0.012075037734492922,-1.3367029409334625
